1028144134631174144,./tweets/tweets_data_1
1027419118302101505,./tweets/tweets_data_5
1027419101399064576,./tweets/tweets_data_5
1027419038035701760,./tweets/tweets_data_5
1027419006762921986,./tweets/tweets_data_5
1027418884176007169,./tweets/tweets_data_5
1027418750612660224,./tweets/tweets_data_5
1027418711391711232,./tweets/tweets_data_5
1027418630525464576,./tweets/tweets_data_5
1027418454767398912,./tweets/tweets_data_5
1027418334688624641,./tweets/tweets_data_5
1027418333283581953,./tweets/tweets_data_5
1027418241776451584,./tweets/tweets_data_5
1027418154375540736,./tweets/tweets_data_5
1027418067071062016,./tweets/tweets_data_5
1027418055192788995,./tweets/tweets_data_5
1027417987928743941,./tweets/tweets_data_5
1027417858580652034,./tweets/tweets_data_5
1027417817161891840,./tweets/tweets_data_5
1027417811319177216,./tweets/tweets_data_5
1027417799231238149,./tweets/tweets_data_5
1027417787667501056,./tweets/tweets_data_5
1027417649742073856,./tweets/tweets_data_5
1027417526916050944,./tweets/tweets_data_5
1027417500496142336,./tweets/tweets_data_5
1027417454924967937,./tweets/tweets_data_5
1027417397425319936,./tweets/tweets_data_5
1027417091228553217,./tweets/tweets_data_5
1027416735148847104,./tweets/tweets_data_5
1027416659877875712,./tweets/tweets_data_5
1027416655402594304,./tweets/tweets_data_5
1027416628202532864,./tweets/tweets_data_5
1027416480781152256,./tweets/tweets_data_5
1027416457834053638,./tweets/tweets_data_5
1027416340901060608,./tweets/tweets_data_5
1027416329719087104,./tweets/tweets_data_5
1027416322160902144,./tweets/tweets_data_5
1027416320206352384,./tweets/tweets_data_5
1027416290682695680,./tweets/tweets_data_5
1027416289948708864,./tweets/tweets_data_5
1027416194004000768,./tweets/tweets_data_5
1027416131999555584,./tweets/tweets_data_5
1027416129105534976,./tweets/tweets_data_5
1027416087653216256,./tweets/tweets_data_5
1027416028119269376,./tweets/tweets_data_5
1027416010310262784,./tweets/tweets_data_5
1027415815518384128,./tweets/tweets_data_5
1027415804701286400,./tweets/tweets_data_5
1027415476018860032,./tweets/tweets_data_5
1027415424592437250,./tweets/tweets_data_5
1027415401834143744,./tweets/tweets_data_5
1027415382754295808,./tweets/tweets_data_5
1027415374516633600,./tweets/tweets_data_5
1027415316945612805,./tweets/tweets_data_5
1027415303398084609,./tweets/tweets_data_5
1027415182933413888,./tweets/tweets_data_5
1027415115644252161,./tweets/tweets_data_5
1027415039723094016,./tweets/tweets_data_5
1027414868259995649,./tweets/tweets_data_5
1027414650399404032,./tweets/tweets_data_5
1027414616593387520,./tweets/tweets_data_5
1027414498410471429,./tweets/tweets_data_5
1027414439644078080,./tweets/tweets_data_5
1027414248639610880,./tweets/tweets_data_5
1027414191655854080,./tweets/tweets_data_5
1027413957563346945,./tweets/tweets_data_5
1027413928320684033,./tweets/tweets_data_5
1027413900462051328,./tweets/tweets_data_5
1027413867415175169,./tweets/tweets_data_5
